# r Xi(r) Xi(r)-ShotNoise
# z = 0
7.615035362283019822e+02 -2.728498388001055104e-03 -2.515960652501199220e+05
7.625031227097377950e+02 -1.290862094263477546e-04 -2.515960626507077250e+05
7.634890885800195974e+02 -1.271856609488680474e-04 -2.515960626488071866e+05
7.644964107909352151e+02 -4.279964707304919529e-04 -2.515960629496180045e+05
7.655035211182436115e+02 8.352168643510321077e-04 -2.515960616864046606e+05
7.665023201251851788e+02 1.547254593436288685e-03 -2.515960609743669338e+05
7.675063734477322441e+02 -1.044200148881682709e-03 -2.515960635658216779e+05
7.684779686442794855e+02 2.120541421788456685e-03 -2.515960604010801180e+05
7.694794899173599561e+02 -2.414719982111296868e-03 -2.515960649363415141e+05
7.705176240158490373e+02 -5.701129970570980232e-04 -2.515960630917345115e+05
7.714958863205575881e+02 -1.511754647769234221e-03 -2.515960640333761694e+05
7.724980947961769289e+02 -7.778121285649188150e-04 -2.515960632994336484e+05
7.735109087003627337e+02 -1.272900205560306556e-04 -2.515960626489115530e+05
7.744531739018632379e+02 -7.276834203017274686e-04 -2.515960632493049488e+05
7.754918027310758362e+02 2.771500209430316497e-03 -2.515960597501213197e+05
7.765141868648672698e+02 -8.480668366702278586e-04 -2.515960633696883742e+05
7.774694165172472822e+02 -5.090926840005676086e-04 -2.515960630307141982e+05
7.784825699484559891e+02 -2.509292766187317791e-03 -2.515960650309142948e+05
7.794840515921542874e+02 -2.427876526241132520e-03 -2.515960649494980462e+05
7.804778147773840828e+02 -6.376669388408808545e-04 -2.515960631592884602e+05
7.814796681415929243e+02 1.516485186101412634e-03 -2.515960610051363474e+05
7.824743730199618312e+02 2.312531809168537778e-03 -2.515960602090897155e+05
7.834885275178556867e+02 -2.645634880440910722e-03 -2.515960651672563981e+05
7.845416054785811184e+02 1.465292808993550735e-03 -2.515960610563287046e+05
7.854683789604249569e+02 1.420013581389571169e-03 -2.515960611016079492e+05
7.864836717153604013e+02 -3.797490160725461522e-04 -2.515960629013705475e+05
7.874838638634045083e+02 9.140362299440694428e-04 -2.515960616075852886e+05
7.884869003735058186e+02 -4.546743360007389143e-04 -2.515960629762958561e+05
7.894864808502067035e+02 1.234950135546590078e-03 -2.515960612866713782e+05
7.904973556705906503e+02 -8.414807022566575838e-04 -2.515960633631022356e+05
7.915121371779833908e+02 -1.536909874257780251e-03 -2.515960640585313959e+05
7.924960210543960102e+02 1.454960173042259492e-03 -2.515960610666613502e+05
7.935268830819770756e+02 2.523006747522632282e-03 -2.515960599986147718e+05
7.945163242810093607e+02 2.212362963467864787e-03 -2.515960603092585516e+05
7.955353136525390028e+02 9.488877480392251098e-04 -2.515960615727337718e+05
7.965225823121286339e+02 1.473276777326431935e-04 -2.515960623742938624e+05
7.975140297896122092e+02 2.279760571881971174e-04 -2.515960622936454602e+05
7.985005001733311474e+02 -1.052823249131334959e-03 -2.515960635744447645e+05
7.995459426711868218e+02 7.049156738831116077e-04 -2.515960618167058565e+05
8.004842916548163885e+02 1.162056287602069833e-03 -2.515960613595652394e+05
8.015052409017143873e+02 1.528355615850974071e-03 -2.515960609932659136e+05
8.024692111862040065e+02 -8.483570560364212670e-04 -2.515960633699785685e+05
8.034887106025933008e+02 2.007056605404461760e-04 -2.515960623209158657e+05
8.045226985722341624e+02 -1.524145668647667912e-04 -2.515960626740361040e+05
8.054977710529268506e+02 -1.007357347478011599e-03 -2.515960635289788770e+05
8.065184008339033426e+02 1.814734028022436290e-03 -2.515960607068875106e+05
8.075322311098701675e+02 1.892542343065827578e-03 -2.515960606290791766e+05
8.084914019429091923e+02 -7.677263718970278638e-04 -2.515960632893478905e+05
8.094904444882279222e+02 1.238794964656495131e-04 -2.515960623977420328e+05
8.105146663658746320e+02 1.487874633479952663e-03 -2.515960610337468970e+05
8.114772679058336280e+02 -1.477388023929531802e-03 -2.515960639990095515e+05
8.125317357422084115e+02 1.950548995508697260e-04 -2.515960623265666363e+05
8.135223874198364911e+02 -8.418117266728051889e-04 -2.515960633634332626e+05
8.144984028576716355e+02 -1.230036613603705063e-03 -2.515960637516581337e+05
8.154985669655774245e+02 2.873959574960106584e-03 -2.515960596476619539e+05
8.165304673459048672e+02 -3.605965997131777468e-04 -2.515960628822181316e+05
8.175327520299071011e+02 1.204163464987010115e-03 -2.515960613174580503e+05
8.185337518623749702e+02 -7.509324714098063180e-04 -2.515960632725539908e+05
8.195073040904641175e+02 -1.967233428490579045e-03 -2.515960644888549577e+05
8.204768863032611534e+02 1.810526861151392185e-04 -2.515960623405688384e+05
8.215091234748746274e+02 4.099559882050188330e-04 -2.515960621116655529e+05
8.225425196659078892e+02 -6.452803989108517541e-04 -2.515960631669019349e+05
8.234841176241529865e+02 3.188790546523199900e-04 -2.515960622027424688e+05
8.245041940742069073e+02 1.542020149322019713e-04 -2.515960623674195085e+05
8.255319190513237118e+02 -2.150082321691800143e-03 -2.515960646717038471e+05
8.265324445692873496e+02 1.883924336723201117e-03 -2.515960606376971991e+05
8.274697651759641985e+02 -3.401863092971741883e-05 -2.515960625556401501e+05
8.284897918462080497e+02 1.007047402351910967e-03 -2.515960615145741322e+05
8.295086032098013220e+02 -8.577579652174769156e-04 -2.515960633793794841e+05
8.305148695839775428e+02 -7.186332821018166133e-04 -2.515960632402548217e+05
8.315206921778072910e+02 2.265165812308504723e-03 -2.515960602564557048e+05
8.324914341388503090e+02 7.656628631252241409e-04 -2.515960617559586535e+05
8.334814212419254318e+02 1.323699538325850489e-03 -2.515960611979219830e+05
8.344782824756991886e+02 -2.451461789390074514e-04 -2.515960627667677181e+05
8.355123037835513742e+02 1.354355861061211927e-03 -2.515960611672656669e+05
8.365176133914544607e+02 -1.489833339234416902e-03 -2.515960640114548733e+05
8.375127010971541495e+02 1.183841716785757198e-03 -2.515960613377797999e+05
8.384960296213915854e+02 1.122568293571892493e-03 -2.515960613990532293e+05
8.394838902412542438e+02 2.032479434516205798e-04 -2.515960623183735879e+05
8.404804369974593783e+02 1.442776951732165948e-03 -2.515960610788445629e+05
8.414979843808359874e+02 1.279036942811706632e-03 -2.515960612425845757e+05
8.424837343930379348e+02 -1.537205734613425034e-03 -2.515960640588272654e+05
8.435021531015131586e+02 -7.035821340079880968e-04 -2.515960632252036594e+05
8.444876924630839312e+02 -8.290158846939183878e-04 -2.515960633506374143e+05
8.455350411944191364e+02 2.632330464424637311e-04 -2.515960622583884688e+05
8.465346993083504685e+02 2.431241601003139455e-04 -2.515960622784973530e+05
8.475469469033517953e+02 -1.703518693165112551e-03 -2.515960642251402314e+05
8.484902896178680294e+02 -8.810719191971761463e-04 -2.515960634026934567e+05
8.494789206980731251e+02 6.510468018003958942e-05 -2.515960624565168400e+05
8.505299421314048232e+02 -1.021978068457441043e-04 -2.515960626238193363e+05
8.515278797168253959e+02 1.242733507938444983e-03 -2.515960612788880244e+05
8.525186228048984276e+02 2.452781755630284270e-03 -2.515960600688397826e+05
8.535030747922961609e+02 7.268578993549448157e-04 -2.515960617947636347e+05
8.545215756258400006e+02 -1.679442928683373215e-03 -2.515960642010644660e+05
8.554981340644244483e+02 -1.095102318177932927e-03 -2.515960636167238408e+05
8.565098003518992300e+02 -6.941513377065924558e-04 -2.515960632157728542e+05
8.574993461793725373e+02 -1.584613631940824229e-03 -2.515960641062351642e+05
8.585204718174078380e+02 1.818110429694139380e-03 -2.515960607035110879e+05
8.595475351329762361e+02 8.242784985735995178e-04 -2.515960616973430151e+05
8.604959767394595929e+02 -1.996087324288156346e-03 -2.515960645177088445e+05
8.615051502649195072e+02 1.562033331703383942e-03 -2.515960609595881833e+05
8.625369482431897268e+02 -9.042170443166848903e-04 -2.515960634258385689e+05
8.634947691839098525e+02 -2.616190392038096764e-04 -2.515960627832405735e+05
8.645355686209401256e+02 3.573454596217048060e-04 -2.515960621642760816e+05
8.654856611690979662e+02 -1.698182620543384810e-03 -2.515960642198041605e+05
8.665001577836911792e+02 1.092538170967582642e-03 -2.515960614290833473e+05
8.675404775091477632e+02 -5.055279754047482636e-04 -2.515960630271495029e+05
8.684987173992103635e+02 2.023828891744637419e-03 -2.515960604977926414e+05
8.694976296920502818e+02 -5.293143597887313813e-04 -2.515960630509358889e+05
8.705237249558971371e+02 3.823501196691334318e-05 -2.515960624833865149e+05
8.715283346238479680e+02 7.144387543591019510e-04 -2.515960618071827630e+05
8.725060566905112864e+02 -3.505887089622032951e-03 -2.515960660275086120e+05
8.735289721267636196e+02 -8.980004230494877289e-04 -2.515960634196219617e+05
8.745057623121473398e+02 5.459151127272181920e-04 -2.515960619757064269e+05
8.754617527925632885e+02 1.194659047051977374e-03 -2.515960613269624882e+05
8.764919035355443384e+02 -1.311383591564515639e-03 -2.515960638330051152e+05
8.775225501307425020e+02 3.009060062169159069e-04 -2.515960622207155102e+05
8.785010329167251939e+02 4.427947404043431446e-05 -2.515960624773420568e+05
8.794719907016382194e+02 -5.113890846681195266e-04 -2.515960630330106069e+05
8.804705349361429398e+02 -2.410412287811778114e-04 -2.515960627626627684e+05
8.814729622212631739e+02 4.306498202855741286e-04 -2.515960620909717109e+05
8.824859198898565182e+02 1.144622204436539074e-04 -2.515960624071593047e+05
8.835173432566233487e+02 -1.282785256033845212e-03 -2.515960638044067891e+05
8.844755400198476991e+02 5.303641988171471731e-04 -2.515960619912573311e+05
8.854848840469288689e+02 9.385789698952559310e-04 -2.515960615830425522e+05
8.865076452425091702e+02 1.589202429949532636e-03 -2.515960609324190882e+05
8.874994011182940312e+02 4.622314390228719977e-04 -2.515960620593900967e+05
8.884905060783821682e+02 4.991825357780937987e-04 -2.515960620224390004e+05
8.895055037707102201e+02 -1.131722304693601232e-03 -2.515960636533438228e+05
8.905125238851959466e+02 1.702249954533788462e-03 -2.515960608193715743e+05
8.914995495641881007e+02 -1.617706756508234818e-05 -2.515960625377985998e+05
8.925082929544433910e+02 1.146696201742511802e-03 -2.515960613749253389e+05
8.935263458524026419e+02 3.035514218314795719e-04 -2.515960622180701175e+05
8.945060475509261551e+02 -2.618723486629065053e-03 -2.515960651403450174e+05
8.954561121350243411e+02 5.306063574694451935e-04 -2.515960619910151581e+05
8.964999145420118793e+02 -1.075916677370838785e-03 -2.515960635975382174e+05
8.975049649900797704e+02 -1.344010174887952510e-03 -2.515960638656317024e+05
8.985034042018388618e+02 -3.334553689509968952e-04 -2.515960628550768888e+05
8.995093833546579845e+02 -6.844379283763744534e-04 -2.515960632060594507e+05
9.004905937739780484e+02 3.784274505007834610e-04 -2.515960621431940817e+05
9.015009047483566746e+02 -1.837269483007739372e-03 -2.515960643588910170e+05
9.024720271463984318e+02 -1.337801050019744213e-03 -2.515960638594225748e+05
9.034834929265202845e+02 2.106471706081081141e-03 -2.515960604151498119e+05
9.044933528560865170e+02 -1.167765810613197088e-03 -2.515960636893873452e+05
9.054941462744778846e+02 4.384933762674008404e-04 -2.515960620831281412e+05
9.065033758606845140e+02 -2.356399583248614676e-03 -2.515960648780211050e+05
9.075033277716177054e+02 2.074276423703982821e-03 -2.515960604473451094e+05
9.084911479829992231e+02 6.438843296758783429e-04 -2.515960618777372001e+05
9.094643206440811127e+02 4.284196711601095096e-04 -2.515960620932018501e+05
9.104676752153611687e+02 -1.990490314099085261e-04 -2.515960627206705685e+05
9.115453271332735312e+02 -4.790932906751718006e-04 -2.515960630007148138e+05
9.125468716394333342e+02 -2.863004504303847089e-05 -2.515960625502515759e+05
9.134967614207274664e+02 -8.730439290608445289e-04 -2.515960633946654561e+05
9.144980094805658837e+02 1.043149582217808846e-04 -2.515960624173065589e+05
9.155245699909447694e+02 -6.327837453050128447e-04 -2.515960631544052740e+05
9.165136119533699457e+02 -3.166094065528095151e-04 -2.515960628382309224e+05
9.174972008693699763e+02 -5.684846719186598856e-04 -2.515960630901062104e+05
9.185199192172070752e+02 -3.698125969697514800e-04 -2.515960628914341214e+05
9.195009495114215952e+02 2.249482034266680336e-03 -2.515960602721394971e+05
9.204835663083615600e+02 -1.225205306583652390e-03 -2.515960637468268396e+05
9.214863935761770790e+02 -3.156252884785191309e-03 -2.515960656778744014e+05
9.225391299125877822e+02 -1.764713390594722800e-03 -2.515960642863349058e+05
9.235130860785708364e+02 -1.318318269536055331e-03 -2.515960638399398013e+05
9.244987038767810645e+02 -2.370520102382581441e-05 -2.515960625453267421e+05
9.254580575872195141e+02 3.355491779079248105e-04 -2.515960621860723477e+05
9.264527228447615244e+02 -4.502263945288719697e-05 -2.515960625666441629e+05
9.274955198437362469e+02 2.311067242851833677e-03 -2.515960602105542785e+05
9.285103131861901602e+02 2.001959886445687023e-03 -2.515960605196616380e+05
9.295049369256009868e+02 9.726834019590627255e-04 -2.515960615489381307e+05
9.305138044084820876e+02 2.257463184287786825e-04 -2.515960622958752210e+05
9.315318952383973965e+02 -7.184153086288384404e-04 -2.515960632400368340e+05
9.325188701725630835e+02 8.855339413221767616e-04 -2.515960616360875720e+05
9.335075950400773763e+02 -1.522152056527692173e-03 -2.515960640437735710e+05
9.345083479833887168e+02 1.601874551842590380e-03 -2.515960609197469894e+05
9.354875974099197720e+02 1.274445042660061816e-03 -2.515960612471764907e+05
9.364737176746475598e+02 1.838118361794137965e-03 -2.515960606835031649e+05
9.375204654741072545e+02 7.660922763438314000e-04 -2.515960617555292556e+05
9.385008680961644814e+02 -1.173637504983725570e-03 -2.515960636952590430e+05
9.395140906540424339e+02 -2.041456320215107121e-03 -2.515960645630778454e+05
9.404898826933676901e+02 -1.658436256079165905e-04 -2.515960626874651643e+05
9.415190419704648548e+02 -6.840549577557654502e-04 -2.515960632056764734e+05
9.425070557243097937e+02 -2.807009690805375968e-04 -2.515960628023224999e+05
9.434770344519382661e+02 -8.296496758488209299e-04 -2.515960633512712084e+05
9.445146970661636487e+02 -7.830538780860651481e-04 -2.515960633046753937e+05
9.455359810106565419e+02 -7.118868721802669268e-04 -2.515960632335084083e+05
9.465264451626786695e+02 -2.190473688197435310e-03 -2.515960647120952199e+05
9.474952066790884828e+02 3.700277379756956430e-03 -2.515960588213441370e+05
9.484844562418065834e+02 8.424568763241089804e-04 -2.515960616791646462e+05
9.494909478753195344e+02 1.153804343106886029e-03 -2.515960613678171940e+05
9.504889108583205370e+02 -2.102858638023413166e-03 -2.515960646244801756e+05
9.514802808847157394e+02 -2.548553435205179029e-03 -2.515960650701749546e+05
9.524332333431449342e+02 2.389440653465127549e-04 -2.515960622826774488e+05
9.534990266379535342e+02 1.681358471758734926e-03 -2.515960608402630605e+05
9.545180283542075586e+02 -5.841695099151751310e-04 -2.515960631057910505e+05
9.555023906800932991e+02 3.095592753682958149e-04 -2.515960622120622429e+05
9.565072320201409184e+02 2.501201298501756531e-05 -2.515960624966095202e+05
9.574870377740602407e+02 -5.917810124053051813e-04 -2.515960631134025462e+05
9.584958097553688958e+02 -1.077317600536408632e-04 -2.515960626293532841e+05
9.595006449058572571e+02 -3.553129456661365871e-04 -2.515960628769344767e+05
9.605203569899554168e+02 8.194434140603006891e-04 -2.515960617021781218e+05
9.615070085555462356e+02 -1.035100304529558885e-04 -2.515960626251315698e+05
9.625324759651226714e+02 1.857163522462383469e-03 -2.515960606644579966e+05
9.635292874926701643e+02 1.096568706191121444e-03 -2.515960614250528160e+05
9.645318470173053811e+02 -1.108980240202011355e-03 -2.515960636306017695e+05
9.654993004714523295e+02 -1.431675051765414963e-03 -2.515960639532965724e+05
9.664959923566646012e+02 -1.422521172619293150e-03 -2.515960639441426902e+05
9.674804870088895541e+02 -8.451389148831367493e-04 -2.515960633667604416e+05
9.684880175830065809e+02 3.562998912696548927e-04 -2.515960621653216367e+05
9.694572890508742375e+02 -1.591984998612176738e-04 -2.515960626808200323e+05
9.704780947681018688e+02 -2.199386509817510696e-04 -2.515960627415601921e+05
9.714942978667969555e+02 3.598366894565619664e-05 -2.515960624856378709e+05
9.725060440216136612e+02 8.958465469551783614e-04 -2.515960616257749789e+05
9.735101369562711398e+02 6.986850756777530144e-04 -2.515960618229364627e+05
9.745066363609806785e+02 2.925332008967947151e-03 -2.515960595962895313e+05
9.755109722083446968e+02 -1.781256617726506282e-04 -2.515960626997471845e+05
9.765001480346592189e+02 2.354408226823658705e-04 -2.515960622861807060e+05
9.775097955741711075e+02 1.049859062861232487e-03 -2.515960614717624558e+05
9.784928964194918990e+02 3.776377626425850460e-04 -2.515960621439837560e+05
9.795114349498498996e+02 -4.768536427482593571e-05 -2.515960625693069014e+05
9.804926183497213970e+02 -4.448127730494408089e-04 -2.515960629664343141e+05
9.814804951907276518e+02 1.349552671497420992e-03 -2.515960611720688466e+05
9.824957188038578124e+02 2.814580082205138216e-03 -2.515960597070414515e+05
9.835201931784863518e+02 4.452041890757809533e-04 -2.515960620764173509e+05
9.845032870029618834e+02 3.260301452128669527e-04 -2.515960621955913957e+05
9.855211862327938661e+02 -7.228982259356786164e-04 -2.515960632445197552e+05
9.864746013591258134e+02 1.286788908223050233e-03 -2.515960612348326249e+05
9.875085165808161491e+02 -1.460453230260174654e-03 -2.515960639820747601e+05
9.885171921621606543e+02 2.958053981829199090e-04 -2.515960622258161311e+05
9.894931318463900425e+02 5.680277989180445279e-05 -2.515960624648187368e+05
9.904894938556835768e+02 -4.590166123045215092e-04 -2.515960629806381476e+05
9.915112279570151941e+02 1.247496271329652170e-03 -2.515960612741252698e+05
9.925396795985305971e+02 -8.753952653518247721e-04 -2.515960633970167837e+05
9.935074926110823981e+02 -9.461409896421858453e-04 -2.515960634677625203e+05
9.945028298851236741e+02 6.296709053927125512e-04 -2.515960618919506087e+05
9.955173889596901518e+02 7.393208016365428615e-04 -2.515960617823007342e+05
9.964930623179368467e+02 -3.350605171440071222e-04 -2.515960628566820524e+05
9.974697417055870119e+02 6.043235569387846217e-04 -2.515960619172979787e+05
9.985036454121418501e+02 -1.250060193713476786e-03 -2.515960637716817146e+05
9.994711617102989294e+02 -1.075109686606969504e-03 -2.515960635967312264e+05
